,5.07,-0.8,1.8,0.36,-0.35,0.25,Index,D12,E12,b/m,tbl,AAA,BAA,lty,ntis,Rfree,infl,ltr,corpr,svar,csp,CRSP_SPvw,CRSP_SPvwx,5.07_zscore,-0.8_zscore,1.8_zscore,0.36_zscore,-0.35_zscore,0.25_zscore
0,-1.57,-0.52,0.13,-0.71,0.29,0.27,71.7,2.21,3.96,0.547223625,0.0338,0.0431,0.0484,0.041,0.010313262,0.002816667,0.0,0.0004,-0.0023,0.000329888,-0.001524392,-0.010402,-0.011579,-0.47980984562547274,-0.24926391911023082,-0.061784202745556446,-0.44250995445047503,0.005761276054885725,-0.4118690676374667
1,2.53,-1.39,-0.1,2.8,-2.01,0.29,74.01,2.23333,3.98,0.530964077,0.0345,0.0432,0.0483,0.0415,0.010279966,0.002875,0.003257329,-0.0026,0.0049,0.000503543,-0.001756359,0.034825,0.03329,0.4543427612779399,-0.5381650406582451,-0.14383244192286357,1.1691339994427683,-1.1590803377469723,-0.33617965898640595
2,-0.85,-0.88,1.75,-0.51,2.24,0.27,73.23,2.25667,4.0,0.534296221,0.0352,0.0433,0.0484,0.0414,0.006012545,0.002933333,0.0,0.0051,0.0015,0.00311016,-0.001757576,-0.004487,-0.011085,-0.31576353416926367,-0.3688092107852712,0.5161207862424327,-0.3506783901260737,0.993344383408635,-0.4118690676374667
3,1.83,-2.1,-0.02,0.03,-0.07,0.29,75.02,2.28,4.02,0.525591454,0.0352,0.0435,0.0485,0.0417,0.008954678,0.002933333,0.003246753,-0.0006,-0.0034,0.00027358,-0.001496869,0.026065,0.024651,0.29485329180662556,-0.7739349214617972,-0.11529392394814804,-0.10273316645019008,-0.17656175914888333,-0.33617965898640595
4,2.24,0.13,1.48,0.17,1.47,0.3,77.04,2.29667,4.07333,0.510606871,0.0352,0.0439,0.0483,0.0421,0.014293524,0.002933333,0.0,-0.0014,0.0087,0.000183339,-0.001727961,0.027391,0.026373,0.38826855249696685,-0.03341825358585223,0.4198032880777679,-0.03845107142310914,0.6033756692227955,-0.29833495466087545
5,1.54,0.28,2.81,-0.05,0.91,0.26,77.8,2.31333,4.12667,0.501162297,0.0353,0.0436,0.0483,0.0424,0.017407873,0.002941667,0.0,-0.0011,0.0054,7.17e-05,-0.001488416,0.017015,0.012171,0.22877908302565247,0.01639228461208129,0.8942561494074134,-0.13946579217995062,0.3197620589058214,-0.4497137719629973
6,1.41,1.23,3.4,-2.21,3.22,0.31,78.98,2.33,4.18,0.523675442,0.0354,0.0438,0.0483,0.0424,0.017783196,0.00295,0.0,0.0037,-0.0062,0.000114717,-0.001857946,0.017232,0.015814,0.19915961012383693,0.33185902653232685,1.1047277194709402,-1.131246686883485,1.4896682014633398,-0.26049025033534495
7,0.1,-1.52,-0.67,-1.27,-1.08,0.29,79.46,2.34667,4.23,0.525303107,0.0347,0.044,0.0485,0.0423,0.020767958,0.002891667,0.0,0.0047,0.004,0.000254751,-0.001983503,0.006192,0.005297,-0.09931353988676561,-0.5813341737631209,-0.3471693824927116,-0.6996383345587988,-0.6880791634705689,-0.33617965898640595
8,1.42,-0.63,1.86,-0.16,0.17,0.26,80.37,2.36333,4.28,0.51903578,0.0348,0.0441,0.0485,0.0422,0.021179272,0.0029,0.0,0.005,0.0057,0.000225772,-0.001928923,0.016815,0.01146,0.20143803111628428,-0.2857916471220487,0.5553612484576667,-0.18997315255837133,-0.055013069013037284,-0.4497137719629973
9,1.27,0.29,0.62,-0.28,-0.17,0.3,81.69,2.38,4.33,0.512206855,0.0348,0.0441,0.0485,0.0419,0.020502939,0.0029,0.003236246,0.0069,0.0048,0.000397862,-0.00198863,0.018084,0.016779,0.1672617162295741,0.01971298715861017,0.11301421984957609,-0.24507209115301218,-0.2272070467054859,-0.29833495466087545
10,1.74,0.5,0.75,0.08,1.91,0.3,83.18,2.4,4.37667,0.506360718,0.0346,0.044,0.0483,0.0421,0.021312605,0.002883333,0.003225806,0.0008,0.0052,0.000198899,-0.002237911,0.01891,0.017953,0.2743475028745994,0.0894477406357171,0.15938931155848882,-0.07977527536908974,0.8262149344718466,-0.29833495466087545
11,-1.44,0.41,0.08,0.12,0.35,0.28,81.83,2.42,4.42333,0.507942944,0.035,0.0441,0.0482,0.0423,0.020696583,0.002916667,-0.003215434,0.002,0.0037,0.000425926,-0.001872056,-0.011621,-0.016285,-0.45019037272365714,0.05956141771695698,-0.07962077647975363,-0.061408962504209484,0.036148448588847235,-0.3740243633119362
12,2.69,-0.34,1.7,-0.56,0.62,0.28,84.18,2.44,4.47,0.486537121,0.0353,0.0442,0.0482,0.0421,0.020403063,0.002941667,0.003225806,0.005,0.0021,0.000170494,-0.001953168,0.030399,0.029022,0.4907974971570975,-0.1894912732727106,0.49828421250823557,-0.37363628120717407,0.17289072499167404,-0.3740243633119362
13,0.59,0.87,1.17,-0.43,0.47,0.29,84.86,2.46,4.49667,0.487813259,0.0357,0.0442,0.0481,0.0421,0.02011571,0.002975,0.0,0.0043,0.005,0.000187051,-0.002225736,0.008745,0.007566,0.012329088743154427,0.21231373485728644,0.30921653092574525,-0.31394576439631317,0.09692279365677026,-0.33617965898640595
14,0.0,-0.15,-1.96,0.63,-0.26,0.29,84.42,2.48,4.52333,0.486503775,0.0364,0.0443,0.0481,0.0422,0.019166391,0.003033333,0.003215434,0.0017,-0.0004,0.000212882,-0.002480246,0.001598,-0.004588,-0.12209774981123908,-0.12639792488866144,-0.8073529848349993,0.1727615265230139,-0.2727878055064281,-0.33617965898640595
15,0.03,-0.69,-2.48,1.07,-1.5,0.31,84.75,2.5,4.55,0.4872273,0.0384,0.0444,0.0481,0.0423,0.023094426,0.0032,0.0,0.003,0.0088,0.000351216,-0.002380573,0.005228,0.003803,-0.11526248683389703,-0.3057158624012221,-0.9928533516706501,0.37479096803669687,-0.9007893712082994,-0.26049025033534495
16,3.54,2.44,0.12,0.91,0.1,0.28,87.56,2.51667,4.59333,0.471723191,0.0381,0.0443,0.048,0.0422,0.017902888,0.003175,0.0,0.004,0.0081,0.000165822,-0.002200744,0.034791,0.033837,0.684463281515122,0.7336640346623238,-0.06535151749239589,0.30132571657717583,-0.09046477030265905,-0.3740243633119362
17,0.44,3.31,0.11,0.23,-0.68,0.3,87.43,2.53333,4.63667,0.471399478,0.0393,0.0441,0.0478,0.0424,0.014822357,0.003275,0.0,0.0014,0.0009,0.000393197,-0.002201776,0.003746,-0.000853,-0.021847226143555783,1.0225651562103382,-0.06891883223923533,-0.010901602125788746,-0.48549801324415875,-0.29833495466087545
18,-1.34,2.12,1.03,-0.32,0.69,0.36,86.16,2.55,4.68,0.469489905,0.0393,0.0442,0.0478,0.0422,0.019133363,0.003275,0.003205128,0.0054,0.0012,0.000144621,-0.002137368,-0.012213,-0.013685,-0.4274061627991837,0.6274015531733991,0.25927412446999315,-0.2634384040178924,0.2083424262812958,-0.07126672870769263
19,3.11,1.05,0.66,0.3,-2.2,0.31,89.11,2.57,4.73333,0.452559335,0.0393,0.0443,0.048,0.0422,0.014721687,0.003275,0.003194888,0.0036,0.0021,0.000162754,-0.002142974,0.035612,0.034769,0.586491178839886,0.2720863806948066,0.12728347883693386,0.021239445387751712,-1.2553063841045171,-0.26049025033534495
20,-0.77,0.1,-1.61,-0.45,0.53,0.31,88.42,2.59,4.78667,0.454664285,0.0389,0.0444,0.0481,0.0423,0.016244164,0.003241667,0.0,0.0018,-0.0008,0.000333771,-0.002565615,-0.003122,-0.008354,-0.2975361662296849,-0.04338036122543894,-0.6824969686956189,-0.3231289208287533,0.1273099661907318,-0.26049025033534495
21,-5.51,-4.28,0.59,0.22,0.37,0.35,84.12,2.61,4.84,0.480858956,0.038,0.0446,0.0485,0.0423,0.017550279,0.003166667,0.006369427,0.0047,0.0003,0.001829379,-0.00238082,-0.04688,-0.048367,-1.3775077166497276,-1.4978480766050974,0.10231227560905776,-0.015493180342008816,0.04627750610016775,-0.10911143303322314
22,1.43,1.08,2.2,-1.37,0.03,0.31,85.25,2.62667,4.88667,0.473382176,0.0384,0.0448,0.0488,0.0424,0.015626611,0.0032,0.0,0.0022,0.0019,0.000521856,-0.001918184,0.014486,0.013678,0.20371645210873163,0.28204848833439333,0.6766499498502077,-0.7455541167209995,-0.1259164715922808,-0.26049025033534495
23,2.73,2.71,-1.0,1.9,-0.74,0.33,87.17,2.64333,4.93333,0.467360878,0.0384,0.0449,0.0488,0.0428,0.015600331,0.0032,0.0,-0.0013,-0.0006,0.000107532,-0.001735749,0.02756,0.022473,0.49991118112688687,0.8233230034186041,-0.4648907691384131,0.7558919599829623,-0.5158851857781203,-0.18480084168428393
24,2.86,0.62,-0.13,-0.89,0.8,0.31,89.96,2.66,4.98,0.448537471,0.0392,0.0452,0.0491,0.0433,0.016894554,0.003266667,0.0,-0.0034,-0.0015,0.000299084,-0.001395145,0.033366,0.032034,0.5295306540287024,0.1292961711940639,-0.15453438616338186,-0.5251583623424362,0.2640522425935586,-0.26049025033534495
25,2.6,3.47,1.56,1.17,-0.65,0.31,92.42,2.68,5.05,0.434420599,0.0403,0.0456,0.0493,0.0433,0.017463381,0.003358333,0.003164557,0.0027,0.0046,0.000188383,-0.000998554,0.028812,0.027737,0.4702917082250714,1.0756963969548008,0.4483418060524834,0.4207067501988975,-0.47030442697717795,-0.26049025033534495
26,-0.03,5.19,0.15,-1.01,-0.94,0.35,91.61,2.7,5.12,0.440895311,0.0409,0.046,0.0495,0.0441,0.020762578,0.003408333,0.0,-0.0062,-0.0057,0.000141427,-0.00101973,-0.003821,-0.010306,-0.12893301278858113,1.646857234957772,-0.05464957325187757,-0.5802573009370771,-0.6171757608913252,-0.10911143303322314
27,1.01,2.66,2.03,-1.14,-0.53,0.33,92.43,2.72,5.19,0.430637806,0.0438,0.0468,0.0502,0.045,0.020837183,0.00365,0.003154574,-0.0078,-0.0149,0.000301365,-0.000812887,0.010349,0.009059,0.10802277042594305,0.8067194906859597,0.616005599153937,-0.6399478177479379,-0.40953008190925494,-0.18480084168428393
28,0.72,4.68,3.56,-2.82,-0.11,0.38,92.88,2.74,5.24,0.424398328,0.0459,0.0474,0.0506,0.0457,0.020278297,0.003825,0.0,-0.0104,0.0022,0.000151802,-0.000539762,0.005705,0.004874,0.04194856164496995,1.4775014050847977,1.1618047554203714,-1.411332958072909,-0.19681987417152433,0.004422679943368378
29,-1.21,4.71,0.33,-0.17,-1.49,0.35,91.22,2.76,5.29,0.438496045,0.0465,0.0478,0.0512,0.0477,0.020025631,0.003875,0.006289308,-0.025,-0.0113,0.000337065,-0.000793696,-0.01275,-0.017548,-0.39778668989736815,1.4874635127243845,0.00956209219123235,-0.1945647307745914,-0.8957248424526392,-0.10911143303322314
30,-2.51,0.32,-1.98,1.3,0.06,0.38,89.23,2.78,5.34,0.490175936,0.0459,0.0492,0.0532,0.046,0.016787641,0.003825,0.003125,0.0296,-0.0059,0.000931034,-0.000488877,-0.023041,-0.024608,-0.6939814189155233,0.029675094798196883,-0.8144876143286781,0.4803972670097584,-0.11072288532530006,0.004422679943368378
31,2.14,3.35,-0.46,0.39,-0.95,0.34,91.06,2.79667,5.38,0.485498244,0.0462,0.0496,0.0541,0.0467,0.015635673,0.00385,0.00623053,-0.0063,0.0013,0.000351263,-0.000776857,0.022158,0.02125,0.36548434257249335,1.035847966396454,-0.27225577280908336,0.06256364933373232,-0.6222402896469855,-0.14695613735875343
32,-5.66,-5.1,-1.63,1.64,-1.52,0.41,86.13,2.81333,5.42,0.512742204,0.0464,0.0498,0.0548,0.0473,0.015944913,0.003866667,0.0,-0.0059,-0.0026,0.001935492,-0.000420746,-0.04914,-0.054645,-1.4116840315364378,-1.7701456854204671,-0.6896315981892978,0.6365109263612406,-0.9109184287196199,0.11795679291995968
33,-1.44,1.37,0.5,0.15,0.78,0.38,84.74,2.83,5.46,0.520974601,0.045,0.0507,0.0558,0.0477,0.017122262,0.00375,0.003095975,-0.0016,0.003,0.000501212,-0.000666016,-0.01438,-0.015904,-0.45019037272365714,0.3783488621837315,0.07020644288750282,-0.047634227855549285,0.2539231850822381,0.004422679943368378
34,-1.63,-0.41,0.95,-0.36,1.79,0.35,83.6,2.85,5.47667,0.534943001,0.048,0.0516,0.0568,0.0482,0.01864057,0.004,0.00308642,-0.0037,-0.0098,0.001013784,-0.001022473,-0.012129,-0.013039,-0.49348037158015673,-0.21273619109841288,0.2307356064952776,-0.28180471688277264,0.7654405894039236,-0.10911143303322314
35,-7.91,-3.12,0.43,-0.09,0.8,0.41,77.1,2.87,5.49333,0.574954656,0.0496,0.0531,0.0583,0.0499,0.021469536,0.004133333,0.006153846,-0.0206,-0.0259,0.003165255,-0.001167014,-0.07165,-0.077487,-1.9243287548370913,-1.112646581207745,0.04523523965962674,-0.1578321050448309,0.2640522425935586,0.11795679291995968
36,-1.06,-1.14,0.56,-1.68,2.37,0.4,76.56,2.89,5.51,0.585492496,0.0537,0.0549,0.0609,0.048,0.016983868,0.004475,0.0,0.0332,0.0078,0.001600328,-0.001706522,-0.006244,-0.007692,-0.36361037501065796,-0.4551474769950226,0.09161033136853947,-0.8878930414238214,1.0591832572322182,0.08011208859442938
37,3.86,-6.45,2.69,-3.48,4.25,0.45,80.2,2.88333,5.52333,0.561661318,0.0535,0.0541,0.061,0.0467,0.015183575,0.004458333,0.006116208,0.0228,0.0261,0.002546772,-0.001371626,0.048333,0.047244,0.7573727532734371,-2.2184405292018687,0.8514483724453401,-1.7143771203434335,2.0113146632963455,0.2693356102220817
38,1.4,3.34,-4.69,4.13,-6.62,0.4,80.45,2.87667,5.53667,0.57264493,0.0532,0.0535,0.0613,0.048,0.017549156,0.004433333,0.0,-0.0148,-0.002,0.000774402,-0.001140659,0.011223,0.003741,0.19688118913138958,1.0325272638499248,-1.7812299107221665,1.7798139022000372,-3.4938280941063486,0.08011208859442938
39,0.13,2.02,-1.19,0.7,-0.34,0.4,80.33,2.87,5.55,0.576945106,0.0496,0.0539,0.0618,0.0455,0.017207926,0.004133333,0.0,0.0413,0.0201,0.00062696,-4.99e-05,0.000326,-0.001089,-0.09247827690942356,0.59419452770811,-0.5326697493283624,0.20490257403655435,-0.31330403555171016,0.08011208859442938
40,8.15,9.1,2.27,0.96,-3.16,0.43,86.61,2.88,5.51667,0.533363141,0.0472,0.052,0.0597,0.0448,0.015697792,0.003933333,0.0,0.0154,0.045,0.000733477,0.000249178,0.079215,0.077723,1.7348153590333495,2.9452519306505716,0.7016211530780836,0.3242836076582761,-1.7415011446479014,0.1936462015710207
41,0.78,3.06,-2.22,1.99,-0.99,0.36,86.78,2.89,5.48333,0.540047893,0.0456,0.0503,0.0582,0.0465,0.017701209,0.0038,0.0,-0.0221,-0.0201,0.0004124,0.000555256,0.007514,0.00242,0.055619087599654046,0.9395475925471157,-0.9001031682528248,0.7972161639289429,-0.6424984046696265,-0.07126672870769263
42,3.99,1.87,0.37,0.86,-1.6,0.39,90.2,2.9,5.45,0.549550798,0.0426,0.0513,0.0585,0.0455,0.014921684,0.00355,0.003039514,0.0198,0.0117,0.000501141,0.000718071,0.041137,0.039544,0.7869922261752528,0.5443839895101765,0.0238313511785901,0.27836782549607547,-0.951434658764902,0.04226738426889888
43,3.89,0.43,-2.48,2.33,-3.67,0.32,94.01,2.9,5.41,0.530516694,0.0384,0.0511,0.0583,0.0477,0.015046356,0.0032,0.003030303,-0.0291,-0.0071,0.000837117,0.000583468,0.043371,0.042544,0.7642080162507793,0.06620282281001479,-0.9928533516706501,0.9533298232804253,-1.9997921111865742,-0.22264554600981443
44,-4.33,2.29,1.09,-1.73,1.73,0.33,89.08,2.9,5.37,0.558201182,0.036,0.0524,0.0596,0.0482,0.01146467,0.003,0.003021148,-0.0039,-0.0254,0.000890352,0.001362968,-0.04681,-0.052314,-1.1086540395409408,0.6838534964643903,0.2806780129510298,-0.9108509325049218,0.7350534168699621,-0.18480084168428393
45,2.41,6.43,0.85,-0.62,-2.42,0.27,90.64,2.9,5.33,0.553204845,0.0354,0.0544,0.0615,0.0507,0.010153386,0.00295,0.003012048,-0.0312,-0.0223,0.001070719,0.001729455,0.019319,0.018015,0.42700170936857174,2.058624350727355,0.19506245902688316,-0.4011857505044944,-1.3667260167290427,-0.4118690676374667
46,4.58,3.54,2.73,0.48,2.7,0.31,94.75,2.90667,5.32,0.526298328,0.0421,0.0558,0.0626,0.0505,0.006687535,0.003508333,0.003003003,0.0068,0.0041,0.000218442,0.001654099,0.046454,0.045623,0.9214190647296462,1.098941314780503,0.8657176314326979,0.10388785327971291,1.2263127061690065,-0.26049025033534495
47,-0.89,0.72,1.44,0.3,1.45,0.31,93.64,2.91333,5.31,0.528020948,0.0427,0.0562,0.0633,0.0514,0.005841837,0.003558333,0.002994012,-0.0084,-0.0007,0.00029662,0.002082412,-0.006824,-0.012197,-0.32487721813905307,0.1625031966593529,0.40553402909041014,0.021239445387751712,0.593246611711475,-0.26049025033534495
48,3.11,2.44,-2.5,0.2,-0.95,0.32,96.71,2.92,5.3,0.513564846,0.0442,0.0565,0.064,0.0517,0.005600204,0.003683333,0.002985075,-0.0004,0.0094,0.000358545,0.002264023,0.033815,0.032597,0.586491178839886,0.7336640346623238,-0.999987981164329,-0.024676336774448946,-0.6222402896469855,-0.22264554600981443
49,-3.09,0.53,-3.3,1.01,-2.62,0.39,93.9,2.92,5.31,0.540955282,0.0456,0.0582,0.0652,0.0549,0.00371557,0.0038,0.00297619,-0.04,-0.0281,0.000444914,0.002294072,-0.027448,-0.028701,-0.8261298364774695,0.0994098482753038,-1.285373160911484,0.34724149873937643,-1.4680165918422479,0.04226738426889888
50,0.37,-0.04,-1.7,1.34,-2.34,0.36,94.0,2.92,5.32,0.543382697,0.0473,0.0607,0.0672,0.0567,0.002773332,0.003941667,0.002967359,-0.0196,-0.0272,0.00095478,0.002849315,0.006435,0.000533,-0.03779617309068722,-0.08987019687684354,-0.7146028014171739,0.49876357987463865,-1.3262097866837605,-0.07126672870769263
51,3.05,5.75,-0.53,-0.81,0.13,0.33,96.47,2.92,5.33,0.525792445,0.0497,0.0619,0.0693,0.0556,0.014361073,0.004141667,0.00295858,0.0192,0.0127,0.000270886,0.002952225,0.027079,0.025857,0.5728206528852019,1.8328165775633902,-0.2972269760369594,-0.48842573661267574,-0.0752711840356783,-0.18480084168428393
52,-4.06,4.51,4.8,-4.62,6.46,0.4,92.24,2.93,5.36667,0.556302383,0.05,0.0617,0.0684,0.0536,0.012854154,0.004166667,0.005899705,0.0328,0.0361,0.000483346,0.002504381,-0.041875,-0.043523,-1.047136672744862,1.4210494617938063,1.6041517840284616,-2.237817036992521,3.130575518297261,0.08011208859442938
53,-3.75,-2.91,1.28,-0.16,2.45,0.39,89.36,2.94,5.40333,0.566210589,0.0498,0.061,0.068,0.0542,0.010450728,0.00415,0.002932551,-0.0033,0.0037,0.00082043,0.002556189,-0.0269,-0.031973,-0.9765056219789945,-1.0429118277306382,0.3484569931409791,-0.18997315255837133,1.0996994872775,0.04226738426889888
54,0.2,-1.59,-0.59,1.05,-1.1,0.38,90.2,2.95,5.44,0.566809806,0.0517,0.0611,0.0685,0.056,0.012677156,0.004308333,0.002923977,-0.0212,-0.0197,0.001395506,0.003403219,0.009696,0.008585,-0.07652932996229213,-0.6045790915888232,-0.3186308645179961,0.3656078116042567,-0.6982082209818894,0.004422679943368378
55,9.05,6.18,-1.13,2.69,-3.65,0.43,97.59,2.96333,5.48333,0.522352064,0.0538,0.0621,0.0697,0.0547,0.00814016,0.004483333,0.002915452,0.0227,0.0048,0.001607559,0.00369931,0.084092,0.082642,1.9398732483536105,1.9756067870641327,-0.5112658608473257,1.1186266390643476,-1.9896630536752533,0.1936462015710207
56,2.28,7.0,0.85,0.43,-1.92,0.45,98.68,2.97667,5.52667,0.53003337,0.0566,0.0627,0.0703,0.0547,0.010646413,0.004716667,0.002906977,0.0043,0.0032,0.000386513,0.002964897,0.016374,0.011104,0.3973822364667562,2.2479043958795026,0.19506245902688316,0.08092996219861258,-1.11349957894603,0.2693356102220817
57,0.69,-0.28,0.73,-1.41,2.76,0.43,99.58,2.99,5.57,0.530741813,0.0552,0.0628,0.0707,0.0534,0.012090096,0.0046,0.005797101,0.023,0.0122,0.000499481,0.002626874,0.009916,0.008695,0.0351132986676279,-0.1695670579935372,0.1522546820648099,-0.7639204295858797,1.2566998787029677,0.1936462015710207
58,-2.72,-1.41,5.39,-3.13,3.72,0.48,97.74,3.00333,5.6,0.539637599,0.0531,0.0624,0.0698,0.0517,0.013885435,0.004425,0.005763689,0.0289,0.0341,0.00075662,0.002616385,-0.017444,-0.018664,-0.7418282597569177,-0.544806445751303,1.8146233540919885,-1.5536718827757312,1.7428946392463525,0.382869723198673
59,1.34,2.27,1.01,-0.7,0.48,0.42,98.86,3.01667,5.63,0.5318021,0.0509,0.0602,0.0682,0.052,0.018035051,0.004241667,0.00286533,-0.0003,0.0206,0.000316402,0.002881583,0.016415,0.011259,0.18321066317670553,0.6772120913713325,0.25213949497631427,-0.43791837623425495,0.10198732241243051,0.1558014972454902
60,4.03,2.81,0.3,-1.99,0.87,0.43,102.67,3.03,5.66,0.509195439,0.0519,0.0597,0.0679,0.0531,0.018287028,0.004325,0.002857143,-0.0102,-0.0053,0.000268231,0.002411819,0.039351,0.03821,0.7961059101450422,0.8565300288838932,-0.0011398520492859774,-1.0302319661266435,0.29950394388318036,0.1936462015710207
61,0.42,-0.42,2.86,-1.32,2.7,0.44,103.41,3.04333,5.69333,0.500320247,0.0535,0.0609,0.0684,0.0543,0.019410059,0.004458333,0.005698006,-0.0132,-0.016,0.000268413,0.002547129,0.008587,0.006751,-0.026404068128450482,-0.21605689364494177,0.9120927231416105,-0.7225962256398991,1.2263127061690065,0.2314909058965512
62,5.43,2.39,-0.92,0.43,-2.43,0.42,108.37,3.05667,5.72667,0.483717059,0.0545,0.0619,0.0701,0.0566,0.021188685,0.004541667,0.002832861,-0.0269,-0.0226,0.000262966,0.002462321,0.05358,0.048659,1.1150848490876706,0.7170605219296794,-0.43635225116369764,0.08092996219861258,-1.3717905454847028,0.1558014972454902
63,-3.94,3.52,-0.01,-1.86,1.76,0.43,103.86,3.07,5.76,0.504900662,0.0596,0.0645,0.0723,0.0598,0.031961491,0.004966667,0.002824859,-0.0363,-0.0233,0.000333982,0.002347561,-0.040826,-0.042141,-1.0197956208354941,1.092299909687445,-0.1117266092013086,-0.9705414493157827,0.7502470031369428,0.1936462015710207
64,-1.25,-0.44,1.67,-1.55,1.38,0.53,103.01,3.08,5.78,0.503673167,0.0614,0.0659,0.0732,0.0617,0.036524573,0.005116667,0.002816901,-0.0206,0.0139,0.000606787,0.00219688,-0.007547,-0.008612,-0.40690037386715755,-0.2226982987379996,0.4875822682677172,-0.8282025246129606,0.5577949104218531,0.5720932448263255
65,-5.84,-4.16,0.91,2.07,0.83,0.46,98.13,3.09,5.8,0.52639719,0.0612,0.0666,0.073,0.0618,0.041317412,0.0051,0.005617978,0.0042,-0.016,0.000595574,0.002335729,-0.042321,-0.047384,-1.4526956094004901,-1.4579996460467506,0.21646634750791982,0.8339487896587034,0.27924582886053934,0.3071803145476122
66,2.64,-0.45,-0.51,-1.43,-0.35,0.46,101.51,3.1,5.82,0.557040236,0.0602,0.0685,0.0751,0.062,0.039508092,0.005016667,0.008379888,0.001,-0.02,0.000541617,0.002297385,0.034847,0.033599,0.4794053921948608,-0.22601900128452848,-0.29009234654328053,-0.7731035860183199,-0.31836856430737037,0.3071803145476122
67,1.46,-0.8,-0.03,0.41,0.06,0.53,103.69,3.11,5.82667,0.548422404,0.0611,0.0689,0.0754,0.0593,0.044291034,0.005091667,0.005540166,0.0427,0.0335,0.000550428,0.001884274,0.022771,0.021449,0.21055171508607368,-0.34224359041304003,-0.11886123869498746,0.07174680576617244,-0.11072288532530006,0.5720932448263255
68,-0.1,-0.11,0.7,-0.95,1.39,0.48,103.46,3.12,5.83333,0.555804429,0.0604,0.0679,0.0752,0.0635,0.044005738,0.005033333,0.002754821,-0.049,-0.0227,0.000426897,0.001576849,0.003854,-0.001862,-0.14488195973571255,-0.11311511470254584,0.1415527378242916,-0.5527078316397566,0.5628594391775134,0.382869723198673
69,-7.18,-5.45,-1.08,4.32,-1.6,0.51,97.71,3.13,5.84,0.596777334,0.0644,0.0698,0.077,0.0623,0.045152858,0.005366667,0.005494505,0.0214,0.0035,0.00075224,0.001192764,-0.054357,-0.055686,-1.7580040223884348,-1.8863702745489788,-0.4934292871131286,1.8670538883082186,-0.951434658764902,0.4964038361752645
70,-7.0,-3.41,1.2,1.48,1.91,0.53,91.83,3.13667,5.85667,0.63901799,0.07,0.0708,0.0784,0.0621,0.051160996,0.005833333,0.005464481,0.0079,0.0005,0.0023057,0.001560761,-0.058632,-0.059919,-1.7169924445243825,-1.2089469550570833,0.3199184751662636,0.5630456749017195,0.8262149344718466,0.5720932448263255
71,4.68,0.7,-3.79,1.13,-4.02,0.5,95.51,3.14333,5.87333,0.622788986,0.0698,0.0697,0.0786,0.063,0.046914853,0.005816667,0.005434783,-0.0069,-0.002,0.000918221,0.001476737,0.045728,0.04018,0.9442032746541196,0.1558617915662951,-1.460171583506617,0.40234043733401714,-2.177050617634683,0.458559131849734
72,-2.98,1.29,-3.27,3.39,-0.82,0.62,93.12,3.15,5.89,0.640888463,0.0709,0.0714,0.0805,0.0677,0.04839134,0.005908333,0.002702703,-0.0531,-0.0244,0.000891555,0.002174667,-0.023941,-0.025285,-0.8010672055605487,0.3517832418115003,-1.274671216670966,1.4400371141997523,-0.5564014158234023,0.9126955837560996
73,5.06,3.96,-3.16,0.05,-2.15,0.6,97.24,3.15333,5.85333,0.608768794,0.07,0.0733,0.0822,0.0653,0.048630421,0.005833333,0.005390836,0.0365,0.0127,0.000753723,0.00184468,0.0469,0.044661,1.0307832723671189,1.2384108217347167,-1.2354307544557321,-0.09355001001774996,-1.2299837403262155,0.8370061751050386
74,-3.79,-2.45,-1.19,1.46,0.3,0.52,93.81,3.15667,5.81667,0.641511757,0.0724,0.0735,0.0825,0.0676,0.047904136,0.006033333,0.00536193,-0.0243,-0.0471,0.000509125,0.001540825,-0.029152,-0.034433,-0.9856193059487839,-0.8901595105903087,-0.5326697493283624,0.5538625184692794,0.01082580481054598,0.5342485405007951
75,-2.63,-3.76,-2.86,2.54,-1.81,0.64,92.06,3.16,5.78,0.651082013,0.0782,0.0772,0.0865,0.0687,0.034273783,0.006516667,0.005333333,-0.0068,-0.0134,0.001163582,0.000822252,-0.016922,-0.018365,-0.7213224708248915,-1.3251715441855947,-1.1284113120505488,1.0497529658210467,-1.0577897626337671,0.9883849924071606
76,-8.1,3.12,3.13,-1.72,3.84,0.6,85.02,3.16333,5.73,0.700346746,0.0787,0.0791,0.0886,0.0693,0.034473208,0.006558333,0.00265252,-0.0021,0.0141,0.00106709,0.000907608,-0.075398,-0.076809,-1.9676187536935905,0.9594718078262892,1.0084102213062753,-0.9062593542887017,1.803668984314275,0.8370061751050386
77,5.13,-2.76,3.93,-2.29,2.76,0.62,89.5,3.16667,5.68,0.670147507,0.0713,0.0793,0.0878,0.0651,0.035855217,0.005941667,0.005291005,0.0587,0.0401,0.001058714,0.000378918,0.059521,0.053615,1.0467322193142503,-0.9931012895327045,1.2937954010534307,-1.1679793126132456,1.2566998787029677,0.9126955837560996
78,-1.06,-2.41,3.99,-1.0,4.29,0.57,89.63,3.17,5.63,0.690326769,0.0663,0.0784,0.0863,0.0661,0.035841581,0.005525,0.005263158,-0.0068,-0.0045,0.000963563,-0.000431436,0.002806,0.001232,-0.36361037501065796,-0.8768767004041931,1.3151992895344673,-0.5756657227208569,2.0315727783189863,0.7234720621284471
